OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,283,Industrial process furnace and oven manufacturing,Total,"7,141.027970302",0.024369554,0.024100086,0.000269468,"2,151.021120363",0.006396118,68.338487088,291.134733973,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,284,Fluid power cylinder and actuator manufacturing,Total,145.643548335,0.000390914,0.000385338,0.000005576,48.144204844,-0.000786698,1.472906858,9.861536388,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,286,"Scales, balances, and miscellaneous general purpose machinery manufacturing",Total,115.806898827,0.000339485,0.000332256,0.000007229,31.628199611,-0.000940175,1.160068877,9.529456379,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,287,Electronic computer manufacturing,Total,0.169878788,0.000000218,0.000000214,0.000000004,0.026939258,0.000197040,0.002402916,0.000056009,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,288,Computer storage device manufacturing,Total,0.162055084,0.000000157,0.000000153,0.000000004,0.049470287,0.000440514,0.001645778,0.000298643,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,289,Computer terminals and other computer peripheral equipment manufacturing,Total,0.919058382,0.000001608,0.000001581,0.000000027,0.252592821,0.012860886,0.014644526,0.000870278,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,290,Telephone apparatus manufacturing,Total,0.206971606,0.000000338,0.000000336,0.000000002,0.036938727,0.001659970,0.003342925,0.000139825,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,291,Broadcast and wireless communications equipment manufacturing,Total,0.010326466,0.000000029,0.000000029,0.000000000,0.001458651,0.000000000,0.000164749,0.000005482,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,292,Other communications equipment manufacturing,Total,0.399699845,0.000000828,0.000000804,0.000000024,0.077267749,0.000186050,0.006660239,0.009250439,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,293,Audio and video equipment manufacturing,Total,0.153462689,0.000000195,0.000000195,0.000000000,0.021318696,0.000000000,0.002347938,0.000131444,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,294,Printed circuit assembly (electronic assembly) manufacturing,Total,0.122844990,0.000000257,0.000000257,0.000000001,0.022518145,0.000437637,0.001528938,0.000238564,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,295,Bare printed circuit board manufacturing,Total,2.025880590,0.000007568,0.000007516,0.000000052,0.605464662,0.002980514,0.032068696,0.001927283,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,296,Semiconductor and related device manufacturing,Total,"1,467.896523926",0.001718388,0.001695632,0.000022755,383.352904265,10.146904760,19.608043135,1.659115921,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,298,Electronic connector manufacturing,Total,1.154886221,0.000002230,0.000002205,0.000000026,0.524840243,0.007049932,0.010920654,0.002515216,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,299,Other electronic component manufacturing,Total,7.448698640,0.000023917,0.000023814,0.000000103,2.632231422,0.023454035,0.095618863,0.008948621,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,300,Electromedical and electrotherapeutic apparatus manufacturing,Total,0.056483951,0.000000102,0.000000101,0.000000001,0.017551935,0.000237683,0.000844826,0.000061127,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,301,"Search, detection, and navigation instruments manufacturing",Total,0.569676572,0.000001064,0.000001032,0.000000033,0.176941389,0.003709785,0.006510790,0.001030648,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,302,Automatic environmental control manufacturing,Total,61.477070611,0.000245941,0.000245252,0.000000689,14.774631941,0.024875426,1.078713533,0.051486642,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,303,Industrial process variable instruments manufacturing,Total,0.424943665,0.000001225,0.000001210,0.000000016,0.140849117,0.003552198,0.005956753,0.000745171,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,304,Totalizing fluid meter and counting device manufacturing,Total,1.097702933,0.000002489,0.000002481,0.000000009,0.251727532,0.002353311,0.018710077,0.001004891,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,305,Electricity and signal testing instruments manufacturing,Total,0.039822477,0.000000085,0.000000083,0.000000002,0.015013241,0.000381171,0.000473515,0.000037794,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,306,Analytical laboratory instrument manufacturing,Total,2.528949058,0.000005960,0.000005844,0.000000116,0.694311752,0.022840156,0.032115308,0.002454329,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,307,Irradiation apparatus manufacturing,Total,0.001244526,0.000000002,0.000000002,0.000000000,0.000165438,0.000000000,0.000020461,0.000001358,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,308,"Watch, clock, and other measuring and controlling device manufacturing",Total,3.747375172,0.000008115,0.000008029,0.000000086,0.823012027,0.017230317,0.054338275,0.002167145,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,310,Electric lamp bulb and part manufacturing,Total,0.124372078,0.000000243,0.000000221,0.000000022,0.052975804,-0.001121170,0.000812953,0.011951875,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,311,Lighting fixture manufacturing,Total,15.378934689,0.000039508,0.000038735,0.000000773,3.863290854,-0.044421462,0.149115168,0.695421130,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,312,Small electrical appliance manufacturing,Total,1.943670523,0.000003204,0.000003134,0.000000070,0.404745515,-0.006450022,0.020843807,0.185815599,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,313,Major household appliance manufacturing,Total,229.067429597,0.000354687,0.000328517,0.000026170,56.721577878,-0.887973202,2.358293436,24.165279609,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,314,"Power, distribution, and specialty transformer manufacturing",Total,0.003855089,0.000000011,0.000000011,0.000000000,0.001177574,-0.000031181,0.000030465,0.000235947,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,316,Switchgear and switchboard apparatus manufacturing,Total,55.811680087,0.000118456,0.000116277,0.000002180,10.576517214,-0.188795613,0.555433118,2.297583658,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,317,Relay and industrial control manufacturing,Total,4.153451386,0.000010361,0.000009985,0.000000375,1.371132187,-0.006857100,0.031183331,0.155650159,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,318,Battery manufacturing,Total,139.653506758,0.000293700,0.000283948,0.000009751,40.531504632,-0.333548938,-0.524547490,8.204765944,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,320,Other communication and energy wire manufacturing,Total,8.993350321,0.000015165,0.000015165,0.000000000,0.755515327,0.000000000,0.084174250,0.207828665,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,321,Wiring device manufacturing,Total,15.607184444,0.000032816,0.000031401,0.000001415,4.119156789,-0.083389750,0.102358452,1.308060382,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,322,Carbon and graphite product manufacturing,Total,1.474683539,0.000003752,0.000003718,0.000000034,0.311134733,-0.011518020,0.015784801,0.072203952,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,323,All other miscellaneous electrical equipment and component manufacturing,Total,9.158732961,0.000026595,0.000026203,0.000000392,2.746334334,-0.035419314,0.063927359,0.172357294,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,324,Automobile and light duty motor vehicle manufacturing,Total,303.058969037,0.000170308,0.000170172,0.000000137,25.498344536,0.743947090,2.124495729,59.658527952,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,325,Heavy duty truck manufacturing,Total,0.194220123,0.000000205,0.000000204,0.000000000,0.016825182,0.000447743,0.000727928,0.014101280,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,326,Motor vehicle body manufacturing,Total,2.455948468,0.000005118,0.000005115,0.000000003,0.720442848,0.004294808,0.009595134,0.193718874,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,327,Truck trailer manufacturing,Total,0.038184374,0.000000091,0.000000091,0.000000000,0.006915842,0.000000000,0.000166333,0.002072480,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,329,Travel trailer and camper manufacturing,Total,10.987097102,0.000025791,0.000025791,0.000000000,2.005746297,0.000000000,0.047506186,1.185986081,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,330,Motor vehicle gasoline engine and engine parts manufacturing,Total,55.548026666,0.000075660,0.000075624,0.000000036,7.201964196,0.038561261,0.275073749,3.660948113,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,331,Motor vehicle electrical and electronic equipment manufacturing,Total,"3,293.504060815",0.005728747,0.005725105,0.000003641,562.656758079,5.980044018,18.603557793,255.540240375,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,332,Motor vehicle transmission and power train parts manufacturing,Total,1.718576020,0.000002462,0.000002459,0.000000003,0.217384310,0.036651849,0.008371587,0.159793406,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,333,Motor vehicle seating and interior trim manufacturing,Total,48.264150232,0.000090035,0.000089962,0.000000073,8.846297291,0.199621678,0.244223933,4.371283029,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,334,Motor vehicle metal stamping,Total,13.193268131,0.000028767,0.000028761,0.000000006,2.731415437,0.014362038,0.067965841,1.012812864,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,335,Other motor vehicle parts manufacturing,Total,"1,583.848547575",0.002755456,0.002754307,0.000001149,256.758379353,0.776268585,9.069290962,157.938626533,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,336,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",Total,540.240487122,0.000896615,0.000896075,0.000000540,86.848128645,0.137888220,2.968860264,34.598483848,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,337,Aircraft manufacturing,Total,0.003793982,0.000000007,0.000000007,0.000000000,0.000536122,0.000220421,0.000033571,0.000835351,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,338,Aircraft engine and engine parts manufacturing,Total,0.019308338,0.000000032,0.000000030,0.000000003,0.002963283,0.000540051,0.000108400,0.002910184,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,339,Other aircraft parts and auxiliary equipment manufacturing,Total,0.009717317,0.000000035,0.000000034,0.000000000,0.002425873,0.000084427,0.000069987,0.001267630,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,343,Ship building and repairing,Total,0.015477268,0.000000053,0.000000053,0.000000000,0.003740420,0.000000000,0.000094528,0.002510165,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,344,Boat building,Total,519.475904093,0.001322256,0.001294429,0.000027827,107.744838247,3.222177343,4.816531721,36.708709578,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,345,"Motorcycle, bicycle, and parts manufacturing",Total,8.148467519,0.000010762,0.000010624,0.000000138,0.614727494,0.057691944,0.056371476,3.456650657,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,347,All other transportation equipment manufacturing,Total,22.542670981,0.000024708,0.000024120,0.000000589,3.369293458,0.107281478,0.161349560,6.966078916,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,348,Wood kitchen cabinet and countertop manufacturing,Total,16.844729521,0.000084630,0.000082807,0.000001824,5.754116377,0.006065795,0.068501251,0.853865841,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,349,Upholstered household furniture manufacturing,Total,0.352770629,0.000001451,0.000001451,0.000000000,0.115137139,0.000000000,0.001820618,0.015111709,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,350,Nonupholstered wood household furniture manufacturing,Total,1.824720093,0.000009726,0.000009694,0.000000032,0.558171988,0.000222069,0.007027903,0.065510142,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,351,Other household nonupholstered furniture manufacturing,Total,1.162978554,0.000002565,0.000002561,0.000000004,0.193449262,0.000022224,0.005954272,0.060512821,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,352,Institutional furniture manufacturing,Total,38.769226605,0.000151827,0.000147441,0.000004385,12.967541662,0.008079144,0.175739624,1.713393468,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,353,Wood office furniture manufacturing,Total,55.250859535,0.000192272,0.000184391,0.000007882,16.033039288,0.192756851,0.321217499,3.921632915,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,354,Custom architectural woodwork and millwork,Total,7.278357085,0.000035798,0.000034525,0.000001273,3.066924871,0.002060852,0.021197144,-1.581246199,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,355,"Office furniture, except wood, manufacturing",Total,217.691394924,0.000480974,0.000460762,0.000020212,43.559065686,0.899528951,1.338998099,23.868641533,MI-04
MI-04,MI-04 (Michigan Fourth Congressional District) (2023),All,IDP_Delicious Decarbonization,356,"Showcase, partition, shelving, and locker manufacturing",Total,21.816457222,0.000078124,0.000075444,0.000002680,5.891834434,0.012645487,0.101912560,1.390074147,MI-04
