DestinationRegion,ProjectName,IndustryCode,IndustryDescription,Output,Employment,Sum of  WageAndSalaryEmployment,Sum of  ProprietorEmployment,Sum of  EmployeeCompensation,Sum of  ProprietorIncome,Sum of  TaxesOnProductionAndImports,Sum of  OtherPropertyIncome
Michigan (2023),DTE Gas Clean Energy_Michigan_55,144,Printing,"359,021.17",1.88,1.59,0.29,"115,862.95","3,582.81","4,147.36","35,562.78"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,145,Support activities for printing,"6,184.23",0.04,0.04,0.01,"2,787.38",82.22,61.88,572.8
Michigan (2023),DTE Gas Clean Energy_Michigan_55,146,Petroleum refineries,"2,418,101.57",0.24,0.21,0.02,"50,107.83","305,028.65","31,609.02","226,318.40"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,147,Asphalt paving mixture and block manufacturing,"1,080,871.31",0.82,0.79,0.03,"112,057.60","241,739.64","8,168.29","22,056.07"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,148,Asphalt shingle and coating materials manufacturing,"1,573,427.40",0.84,0.81,0.03,"107,331.95","536,884.49","22,011.59","169,800.69"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,149,Petroleum lubricating oil and grease manufacturing,"297,032.39",0.21,0.2,0.01,"29,234.67","52,469.44","2,178.02","30,410.27"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,150,All other petroleum and coal products manufacturing,"157,185.27",0.12,0.12,0.01,"14,942.86","34,983.34","2,021.15","27,379.23"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,151,Petrochemical manufacturing,"98,959.70",0.01,0.01,0,"1,708.67",41.39,"1,699.69","24,157.69"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,152,Industrial gas manufacturing,"97,100.38",0.06,0.06,0,"8,380.91",107.26,"1,490.31","11,883.56"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,153,Synthetic dye and pigment manufacturing,"5,884.04",0.01,0.01,0,851.49,10.57,74.78,657.34
Michigan (2023),DTE Gas Clean Energy_Michigan_55,154,Other basic inorganic chemical manufacturing,"29,202.26",0.03,0.03,0,"4,024.47",85.78,397.73,"5,685.27"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,155,Other basic organic chemical manufacturing,"82,753.73",0.04,0.04,0,"4,774.51",43.85,"1,010.43","8,671.95"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,156,Plastics material and resin manufacturing,"177,219.97",0.11,0.1,0,"17,512.03",315.17,"2,148.21","19,999.27"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,157,Synthetic rubber manufacturing,656.37,0,0,0,81.6,1.44,9.69,65.64
Michigan (2023),DTE Gas Clean Energy_Michigan_55,158,Artificial and synthetic fibers and filaments manufacturing,155.99,0,0,0,18.88,0.35,1.94,15.81
Michigan (2023),DTE Gas Clean Energy_Michigan_55,159,Nitrogenous fertilizer manufacturing,"10,842.81",0.01,0.01,0,731.1,7.63,179.45,"2,757.21"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,160,Phosphatic fertilizer manufacturing,390.77,0,0,0,37.99,0,7.51,114.21
Michigan (2023),DTE Gas Clean Energy_Michigan_55,161,Fertilizer mixing,"12,247.81",0.02,0.02,0,"1,655.09",15.57,84.26,751.05
Michigan (2023),DTE Gas Clean Energy_Michigan_55,162,Pesticide and other agricultural chemical manufacturing,"35,938.22",0.02,0.02,0,"2,966.88",37.91,437.46,"7,943.12"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,163,Medicinal and botanical manufacturing,"37,965.14",0.05,0.05,0,"6,296.45",78.61,372.82,"5,123.32"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,164,Pharmaceutical preparation manufacturing,"87,350.16",0.08,0.08,0,"10,423.21",169.8,"2,565.19","19,625.23"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,165,In-vitro diagnostic substance manufacturing,207.61,0,0,0,60.97,0.88,1.87,31.82
Michigan (2023),DTE Gas Clean Energy_Michigan_55,166,Biological product (except diagnostic) manufacturing,579.69,0,0,0,104.79,1.23,7.44,181.67
Michigan (2023),DTE Gas Clean Energy_Michigan_55,167,Paint and coating manufacturing,"554,597.61",0.57,0.56,0.02,"75,433.82","1,366.67","6,320.08","101,678.65"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,168,Adhesive manufacturing,"154,852.81",0.2,0.2,0.01,"23,457.58",313.52,"1,626.58","23,165.94"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,169,Soap and other detergent manufacturing,"178,771.06",0.14,0.13,0.01,"18,822.04",477.42,"2,083.17","39,841.33"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,170,Polish and other sanitation good manufacturing,"31,906.84",0.06,0.06,0,"5,583.41",100.06,475.77,"7,075.54"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,171,Surface active agent manufacturing,488.98,0,0,0,32.18,0.72,7.39,119.34
Michigan (2023),DTE Gas Clean Energy_Michigan_55,172,Toilet preparation manufacturing,"2,286.45",0,0,0,253.97,3.18,32.52,624.87
Michigan (2023),DTE Gas Clean Energy_Michigan_55,173,Printing ink manufacturing,538.97,0,0,0,121.15,2.26,5.64,34.66
Michigan (2023),DTE Gas Clean Energy_Michigan_55,175,Custom compounding of purchased resins,"316,164.93",0.46,0.44,0.01,"43,399.27",583.99,"3,073.01","29,778.00"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,176,Photographic film and chemical manufacturing,"1,551.09",0,0,0,135.2,1.37,30.74,237.11
Michigan (2023),DTE Gas Clean Energy_Michigan_55,177,Other miscellaneous chemical product manufacturing,"300,305.23",0.38,0.37,0.01,"45,033.32",679.42,"3,720.49","36,518.72"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,178,Plastics packaging materials and unlaminated film and sheet manufacturing,"56,514.22",0.11,0.11,0,"9,327.98",172.2,410.88,"3,227.18"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,179,Unlaminated plastics profile shape manufacturing,"49,424.05",0.09,0.09,0,"7,110.90",122.36,241,"2,419.53"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,180,Plastics pipe and pipe fitting manufacturing,"561,917.71",0.75,0.74,0.01,"63,061.12","1,250.74","5,691.45","80,256.56"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing","19,549.81",0.05,0.05,0,"4,167.97",69.41,129.87,"1,752.08"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,182,Polystyrene foam product manufacturing,"330,979.73",0.63,0.62,0.01,"58,639.96","1,129.84","2,075.82","18,624.36"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,183,Urethane and other foam product (except polystyrene) manufacturing,"505,638.70",1.04,1.03,0.01,"80,256.49","1,696.59","3,520.10","35,372.27"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,184,Plastics bottle manufacturing,"10,696.81",0.02,0.02,0,"2,927.55",55.62,54.08,"1,096.85"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,185,Other plastics product manufacturing,"2,050,128.73",5.72,5.63,0.09,"449,525.00","7,324.24","13,635.76","101,291.23"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,186,Tire manufacturing,"15,515.28",0.04,0.04,0,"3,213.83",52.63,321.4,701.44
Michigan (2023),DTE Gas Clean Energy_Michigan_55,187,Rubber and plastics hoses and belting manufacturing,"7,329.23",0.02,0.02,0,"1,684.11",38.19,53.21,592.04
Michigan (2023),DTE Gas Clean Energy_Michigan_55,188,Other rubber product manufacturing,"96,509.07",0.29,0.29,0,"24,146.32",444.97,709.57,"4,594.81"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,189,"Pottery, ceramics, and plumbing fixture manufacturing","1,862.47",0.01,0.01,0,216.29,15.27,27.16,107.14
Michigan (2023),DTE Gas Clean Energy_Michigan_55,190,"Brick, tile, and other structural clay product manufacturing","113,198.74",0.31,0.29,0.02,"28,287.90","2,196.92","1,311.46","21,780.04"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,191,Flat glass manufacturing,"10,085.32",0.02,0.02,0,"1,916.08",130.39,115.79,"2,315.04"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,192,Other pressed and blown glass and glassware manufacturing,308.17,0,0,0,87.42,5.44,2.62,66.87
Michigan (2023),DTE Gas Clean Energy_Michigan_55,193,Glass container manufacturing,104.65,0,0,0,29.31,2.1,1.12,26.93
Michigan (2023),DTE Gas Clean Energy_Michigan_55,194,Glass product manufacturing made of purchased glass,"59,191.55",0.15,0.15,0.01,"12,902.80",786.98,467.75,"7,030.79"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,195,Cement manufacturing,"1,338,215.87",1.71,1.59,0.12,"212,628.05","14,905.95","14,366.55","397,168.18"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,196,Ready-mix concrete manufacturing,"7,208,518.00",12.87,12.06,0.81,"1,464,266.14","86,986.93","74,706.56","1,077,633.93"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,197,Concrete block and brick manufacturing,"575,043.12",1.35,1.28,0.07,"117,832.70","6,933.97","7,660.51","117,581.56"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,198,Concrete pipe manufacturing,"450,784.53",0.96,0.9,0.06,"112,974.24","4,744.10","5,907.30","121,968.60"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,199,Other concrete product manufacturing,"712,858.38",2.06,1.95,0.11,"190,048.80","11,553.53","7,095.77","127,007.75"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,200,Lime manufacturing,"14,762.95",0.02,0.02,0,"2,258.71",205.6,216.07,"4,338.94"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,201,Gypsum product manufacturing,"547,626.38",0.65,0.61,0.04,"68,285.79","4,961.25","5,553.29","133,450.54"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,202,Abrasive product manufacturing,"74,739.40",0.2,0.19,0.01,"18,183.44","1,554.78",757.11,"22,402.63"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,203,Cut stone and stone product manufacturing,"62,775.46",0.27,0.26,0.01,"20,695.74","1,325.12",588.8,"5,803.90"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,204,Ground or treated mineral and earth manufacturing,"123,324.43",0.19,0.17,0.01,"22,633.73","2,051.49","1,250.54","26,271.16"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,205,Mineral wool manufacturing,"39,307.10",0.06,0.06,0,"5,181.00",498.11,446.46,"9,387.63"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,206,Miscellaneous nonmetallic mineral products manufacturing,"70,984.05",0.13,0.13,0.01,"13,282.54",646.93,877.13,"16,497.72"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,207,Iron and steel mills and ferroalloy manufacturing,"416,844.94",0.22,0.21,0,"28,747.47","3,535.62","4,835.90","7,515.80"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,208,"Iron, steel pipe and tube manufacturing from purchased steel","44,600.63",0.05,0.05,0,"5,801.93",550.27,397.31,750.34
Michigan (2023),DTE Gas Clean Energy_Michigan_55,209,Rolled steel shape manufacturing,"56,827.96",0.05,0.04,0,"4,445.27",487.12,790.62,"2,169.54"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,210,Steel wire drawing,"15,013.28",0.02,0.02,0,"1,881.88",200.61,141.28,240.07
Michigan (2023),DTE Gas Clean Energy_Michigan_55,211,Alumina refining and primary aluminum production,"2,330.03",0,0,0,250.55,22.89,24.48,26.65
Michigan (2023),DTE Gas Clean Energy_Michigan_55,212,Secondary smelting and alloying of aluminum,211.6,0,0,0,17.03,1.21,2.12,3.17
Michigan (2023),DTE Gas Clean Energy_Michigan_55,213,"Aluminum sheet, plate, and foil manufacturing","1,368.00",0,0,0,198.56,17.34,10.46,19.95
Michigan (2023),DTE Gas Clean Energy_Michigan_55,214,"Other aluminum rolling, drawing and extruding","15,464.87",0.03,0.03,0,"2,318.89",179.63,180.3,237.73
Michigan (2023),DTE Gas Clean Energy_Michigan_55,215,Nonferrous metal (exc aluminum) smelting and refining,235.73,0,0,0,14.11,1.61,2.32,8.4
Michigan (2023),DTE Gas Clean Energy_Michigan_55,216,"Copper rolling, drawing, extruding and alloying","8,146.93",0,0,0,390.85,27.79,78.59,92.53
Michigan (2023),DTE Gas Clean Energy_Michigan_55,217,"Nonferrous metal, except copper and aluminum, shaping","1,464.88",0,0,0,296.36,42.2,15.15,27.55
Michigan (2023),DTE Gas Clean Energy_Michigan_55,218,Secondary processing of other nonferrous metals,"6,212.14",0.01,0.01,0,742.64,67.01,57.24,156.55
Michigan (2023),DTE Gas Clean Energy_Michigan_55,219,Ferrous metal foundries,"64,637.82",0.18,0.18,0,"14,868.67","1,864.42",722.66,"1,242.30"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,220,Nonferrous metal foundries,"25,786.42",0.09,0.09,0,"8,132.01","1,067.57",225.64,419.62
Michigan (2023),DTE Gas Clean Energy_Michigan_55,221,Custom roll forming,"64,389.60",0.09,0.09,0,"8,173.84",49.16,503.83,"5,979.27"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,222,"Metal crown, closure, and other metal stamping (except automotive)","20,880.26",0.07,0.06,0,"5,086.10",24.43,149.07,"1,907.15"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,223,Iron and steel forging,"28,245.42",0.07,0.06,0,"5,999.78",31.37,262.87,"2,956.82"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,224,Nonferrous forging,"13,404.38",0.03,0.03,0,"2,946.49",14.56,72.4,160.25
Michigan (2023),DTE Gas Clean Energy_Michigan_55,225,"Cutlery, utensil, pot, and pan manufacturing","1,460.62",0,0,0,170.69,0.83,18.67,256.79
Michigan (2023),DTE Gas Clean Energy_Michigan_55,226,Handtool manufacturing,"4,091.14",0.01,0.01,0,"1,092.28",5.61,35.85,439.11
Michigan (2023),DTE Gas Clean Energy_Michigan_55,227,Prefabricated metal buildings and components manufacturing,"81,592.17",0.17,0.16,0.01,"15,825.17",80.17,746.64,"5,061.93"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,228,Fabricated structural metal manufacturing,"681,418.10",1.43,1.39,0.05,"128,414.08",648.45,"7,045.61","54,010.42"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,229,Plate work manufacturing,"128,406.68",0.42,0.41,0.01,"35,616.83",188.95,"1,477.98","6,836.41"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,230,Metal window and door manufacturing,"593,101.47",1.9,1.85,0.05,"130,412.09",617.96,"4,871.49","34,490.43"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,231,Sheet metal work manufacturing,"633,158.26",1.81,1.74,0.07,"179,359.15",904.84,"5,512.92","85,901.61"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,232,Ornamental and architectural metal work manufacturing,"304,434.89",1.11,1.07,0.03,"86,584.12",424.45,"2,549.57","19,189.99"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,233,Power boiler and heat exchanger manufacturing,229.58,0,0,0,65.08,0.26,2.09,20.13
Michigan (2023),DTE Gas Clean Energy_Michigan_55,234,Metal tank (heavy gauge) manufacturing,"4,405.46",0.01,0.01,0,"1,032.32",4.6,41.51,380.52
Michigan (2023),DTE Gas Clean Energy_Michigan_55,235,Metal cans manufacturing,222,0,0,0,35.36,0.16,1.48,43.33
Michigan (2023),DTE Gas Clean Energy_Michigan_55,236,"Metal barrels, drums and pails manufacturing","2,785.19",0.01,0.01,0,526.24,2.44,21.88,282.11
Michigan (2023),DTE Gas Clean Energy_Michigan_55,237,Hardware manufacturing,"122,478.50",0.27,0.26,0.01,"24,058.79",117.96,"1,089.98","8,677.28"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,238,Spring and wire product manufacturing,"70,428.08",0.21,0.21,0.01,"16,077.09",75.18,594.94,"6,821.26"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,239,Machine shops,"456,143.40",2.21,2.13,0.08,"179,890.31",946.33,"3,525.07","34,028.65"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,240,"Turned product and screw, nut, and bolt manufacturing","129,279.35",0.44,0.42,0.02,"37,227.51",197.81,"1,097.68","8,726.29"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,241,Metal heat treating,"85,124.48",0.29,0.28,0.01,"24,726.24",129.25,645.44,"6,202.64"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,242,Metal coating and nonprecious engraving,"266,769.65",0.74,0.72,0.02,"48,005.13",242.36,"2,505.67","43,033.70"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,243,"Electroplating, anodizing, and coloring metal","123,661.66",0.69,0.67,0.02,"47,659.11",236.65,986.72,"6,239.13"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,244,"Valve and fittings, other than plumbing, manufacturing","104,948.87",0.25,0.24,0.01,"23,575.49",121.3,931.25,"12,303.31"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,245,Plumbing fixture fitting and trim manufacturing,"208,687.65",0.29,0.28,0.01,"22,998.88",100.73,"2,400.06","26,614.40"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,246,Ball and roller bearing manufacturing,"3,959.50",0.01,0.01,0,996.75,4.9,27.41,632.82
Michigan (2023),DTE Gas Clean Energy_Michigan_55,247,Small arms ammunition manufacturing,127.57,0,0,0,23.37,0.08,7.28,25.48
Michigan (2023),DTE Gas Clean Energy_Michigan_55,249,"Small arms, ordnance, and accessories manufacturing",155.68,0,0,0,21.88,0.12,3.95,12.21
Michigan (2023),DTE Gas Clean Energy_Michigan_55,250,Fabricated pipe and pipe fitting manufacturing,"443,464.75",1.49,1.44,0.05,"115,867.32",647.07,"4,059.72","49,117.30"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,251,Other fabricated metal manufacturing,"136,153.79",0.42,0.4,0.02,"37,613.73",194.17,"1,177.54","11,833.42"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,252,Farm machinery and equipment manufacturing,"1,547.51",0,0,0,185.16,-0.01,16.88,229.89
Michigan (2023),DTE Gas Clean Energy_Michigan_55,253,Lawn and garden equipment manufacturing,545.76,0,0,0,63.36,0,5.74,72.35
Michigan (2023),DTE Gas Clean Energy_Michigan_55,254,Construction machinery manufacturing,"15,788.39",0.02,0.02,0,"1,833.76",-0.23,195.45,"1,963.04"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,255,Mining machinery and equipment manufacturing,"2,249.00",0.01,0.01,0,495.1,-0.07,21.49,93.61
Michigan (2023),DTE Gas Clean Energy_Michigan_55,257,Semiconductor machinery manufacturing,27.86,0,0,0,10.17,0,0.17,6.43
Michigan (2023),DTE Gas Clean Energy_Michigan_55,258,Food product machinery manufacturing,37.32,0,0,0,9.44,0,0.24,-2.57
Michigan (2023),DTE Gas Clean Energy_Michigan_55,259,"Sawmill, woodworking, and paper machinery",20.53,0,0,0,6.34,0,0.04,-6.89
Michigan (2023),DTE Gas Clean Energy_Michigan_55,260,All other industrial machinery manufacturing,"4,303.22",0.01,0.01,0,"1,265.48",-0.19,40.17,501.76
Michigan (2023),DTE Gas Clean Energy_Michigan_55,261,Commercial and service industry machinery manufacturing,673.77,0,0,0,142.17,-0.03,6.14,77.75
Michigan (2023),DTE Gas Clean Energy_Michigan_55,262,Industrial and commercial fan and blower and air purification equipment manufacturing,"1,659.92",0.01,0,0,480.51,-0.08,18.66,166.65
Michigan (2023),DTE Gas Clean Energy_Michigan_55,263,Heating equipment (except warm air furnaces) manufacturing,"35,121.08",0.09,0.09,0,"8,045.22",-1.46,390.27,"4,858.08"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,264,"Air conditioning, refrigeration, and warm air heating equipment manufacturing","196,767.00",0.41,0.4,0.01,"36,556.96",-6.21,"2,319.65","25,605.19"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,265,Industrial mold manufacturing,"5,492.74",0.02,0.02,0,"2,180.44",-0.32,50.27,391.21
Michigan (2023),DTE Gas Clean Energy_Michigan_55,266,"Special tool, die, jig, and fixture manufacturing","19,803.85",0.08,0.08,0,"7,931.99",-1.03,184.14,"2,186.51"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,267,Cutting tool and machine tool accessory manufacturing,"5,981.76",0.02,0.02,0,"2,161.28",-0.3,56.58,253.79
Michigan (2023),DTE Gas Clean Energy_Michigan_55,268,Machine tool manufacturing,"6,060.30",0.02,0.02,0,"1,632.24",-0.26,51.62,767.14
Michigan (2023),DTE Gas Clean Energy_Michigan_55,269,Rolling mill and other metalworking machinery manufacturing,"8,415.12",0.02,0.02,0,"2,605.04",-0.32,77.83,753.06
Michigan (2023),DTE Gas Clean Energy_Michigan_55,270,Turbine and turbine generator set units manufacturing,8.82,0,0,0,3.26,0,0.07,0.79
Michigan (2023),DTE Gas Clean Energy_Michigan_55,271,"Speed changer, industrial high-speed drive, and gear manufacturing",944.96,0,0,0,241.21,-0.03,9.21,94.12
Michigan (2023),DTE Gas Clean Energy_Michigan_55,272,Mechanical power transmission equipment manufacturing,826.95,0,0,0,226.91,-0.04,7.32,93.78
Michigan (2023),DTE Gas Clean Energy_Michigan_55,273,Other engine equipment manufacturing,"6,557.25",0.01,0.01,0,796.86,-0.07,74.79,560.77
Michigan (2023),DTE Gas Clean Energy_Michigan_55,274,"Measuring, dispensing, and other pumping equipment manufacturing","35,561.21",0.06,0.06,0,"7,129.09",-1.24,392.58,"5,059.51"
Michigan (2023),DTE Gas Clean Energy_Michigan_55,275,Air and gas compressor manufacturing,930.85,0,0,0,219.66,-0.04,9.51,54.12
Michigan (2023),DTE Gas Clean Energy_Michigan_55,276,Elevator and moving stairway manufacturing,35.67,0,0,0,6.22,0,0.37,1.71
Michigan (2023),DTE Gas Clean Energy_Michigan_55,277,Conveyor and conveying equipment manufacturing,"2,560.02",0.01,0.01,0,869.73,-0.1,27.39,169.59
Michigan (2023),DTE Gas Clean Energy_Michigan_55,278,"Overhead cranes, hoists, and monorail systems manufacturing",579.34,0,0,0,97.11,-0.02,8.01,121.48
